series;time;value
"ruche-g2elab.S26";"2018-07-17T01:38:00+02:00";24,8
"ruche-g2elab.S26";"2018-07-17T01:40:00+02:00";24,75
"ruche-g2elab.S26";"2018-07-17T01:42:00+02:00";24,7
"ruche-g2elab.S26";"2018-07-17T01:44:00+02:00";24,65
"ruche-g2elab.S26";"2018-07-17T01:46:00+02:00";24,6
"ruche-g2elab.S26";"2018-07-17T01:48:00+02:00";24,567
"ruche-g2elab.S26";"2018-07-17T01:50:00+02:00";24,533
"ruche-g2elab.S26";"2018-07-17T01:52:00+02:00";24,5
"ruche-g2elab.S26";"2018-07-17T01:54:00+02:00";24,5
"ruche-g2elab.S26";"2018-07-17T01:56:00+02:00";24,5
"ruche-g2elab.S26";"2018-07-17T01:58:00+02:00";24,475
"ruche-g2elab.S26";"2018-07-17T02:00:00+02:00";24,45
"ruche-g2elab.S26";"2018-07-17T02:02:00+02:00";24,425
"ruche-g2elab.S26";"2018-07-17T02:04:00+02:00";24,4
"ruche-g2elab.S26";"2018-07-17T02:06:00+02:00";24,369
"ruche-g2elab.S26";"2018-07-17T02:08:00+02:00";24,338
"ruche-g2elab.S26";"2018-07-17T02:10:00+02:00";24,308
"ruche-g2elab.S26";"2018-07-17T02:12:00+02:00";24,277
"ruche-g2elab.S26";"2018-07-17T02:14:00+02:00";24,246
"ruche-g2elab.S26";"2018-07-17T02:16:00+02:00";24,215
"ruche-g2elab.S26";"2018-07-17T02:18:00+02:00";24,185
"ruche-g2elab.S26";"2018-07-17T02:20:00+02:00";24,154
"ruche-g2elab.S26";"2018-07-17T02:22:00+02:00";24,123
"ruche-g2elab.S26";"2018-07-17T02:24:00+02:00";24,092
"ruche-g2elab.S26";"2018-07-17T02:26:00+02:00";24,062
"ruche-g2elab.S26";"2018-07-17T02:28:00+02:00";24,031
"ruche-g2elab.S26";"2018-07-17T02:30:00+02:00";24
"ruche-g2elab.S26";"2018-07-17T02:32:00+02:00";23,969
"ruche-g2elab.S26";"2018-07-17T02:34:00+02:00";23,938
"ruche-g2elab.S26";"2018-07-17T02:36:00+02:00";23,908
"ruche-g2elab.S26";"2018-07-17T02:38:00+02:00";23,877
"ruche-g2elab.S26";"2018-07-17T02:40:00+02:00";23,846
"ruche-g2elab.S26";"2018-07-17T02:42:00+02:00";23,815
"ruche-g2elab.S26";"2018-07-17T02:44:00+02:00";23,785
"ruche-g2elab.S26";"2018-07-17T02:46:00+02:00";23,754
"ruche-g2elab.S26";"2018-07-17T02:48:00+02:00";23,723
"ruche-g2elab.S26";"2018-07-17T02:50:00+02:00";23,692
"ruche-g2elab.S26";"2018-07-17T02:52:00+02:00";23,662
"ruche-g2elab.S26";"2018-07-17T02:54:00+02:00";23,631
"ruche-g2elab.S26";"2018-07-17T02:56:00+02:00";23,6
"ruche-g2elab.S26";"2018-07-17T02:58:00+02:00";23,55
"ruche-g2elab.S26";"2018-07-17T03:00:00+02:00";23,5
"ruche-g2elab.S26";"2018-07-17T03:02:00+02:00";23,5
